locus	type	lnL ratio	P-value
dDocent_Contig_128466:81	dDocent_Contig_128466:81	C	0.980942470749866	0.458
dDocent_Contig_234907:47	dDocent_Contig_234907:47	C	13.4289925542304	0
dDocent_Contig_243354:19	dDocent_Contig_243354:19	C	1.44514356460461	0.322
dDocent_Contig_251915:38	dDocent_Contig_251915:38	C	1.88136429054376	0.219
dDocent_Contig_75776:49	dDocent_Contig_75776:49	C	2.75224095390476	0.121
dDocent_Contig_235788:29	dDocent_Contig_235788:29	C	6.11617894835568	0.015
dDocent_Contig_26628:31	dDocent_Contig_26628:31	C	2.33577637911723	0.18
dDocent_Contig_124816:10	dDocent_Contig_124816:10	C	11.6418781790522	0
dDocent_Contig_191533:75	dDocent_Contig_191533:75	C	0.732289484038134	0.569
dDocent_Contig_88095:12	dDocent_Contig_88095:12	C	7.2257718290428	0.001
dDocent_Contig_73184:45	dDocent_Contig_73184:45	C	5.97036587390002	0.01
dDocent_Contig_26061:33	dDocent_Contig_26061:33	C	6.40561241513177	0.003
dDocent_Contig_226279:7	dDocent_Contig_226279:7	C	11.2496326131329	0
dDocent_Contig_226279:32	dDocent_Contig_226279:32	C	19.8566123972537	0
dDocent_Contig_79029:16	dDocent_Contig_79029:16	C	6.60364917021806	0.007
dDocent_Contig_238654:30	dDocent_Contig_238654:30	C	4.72870630352037	0.021
dDocent_Contig_132221:37	dDocent_Contig_132221:37	C	3.38040087221106	0.08
dDocent_Contig_107202:14	dDocent_Contig_107202:14	C	8.39362782657142	0
dDocent_Contig_86983:8	dDocent_Contig_86983:8	C	3.27460738399489	0.065
dDocent_Contig_69657:57	dDocent_Contig_69657:57	C	3.02469475102194	0.093
dDocent_Contig_124816:7	dDocent_Contig_124816:7	C	2.10954208807035	0.183
dDocent_Contig_125426:54	dDocent_Contig_125426:54	C	10.8691276908566	0
dDocent_Contig_82571:12	dDocent_Contig_82571:12	C	4.65827124397241	0.013
dDocent_Contig_81611:23	dDocent_Contig_81611:23	C	1.91173224689101	0.244
dDocent_Contig_50067:27	dDocent_Contig_50067:27	C	0.405573950907538	0.604
dDocent_Contig_31955:21	dDocent_Contig_31955:21	C	8.98622480075451	0
dDocent_Contig_32274:8	dDocent_Contig_32274:8	C	24.8794585512656	0
dDocent_Contig_96403:9	dDocent_Contig_96403:9	C	6.960725908806	0.001
dDocent_Contig_125458:29	dDocent_Contig_125458:29	C	5.14831053842281	0.012
dDocent_Contig_95718:43	dDocent_Contig_95718:43	C	5.1832052125139	0.013
dDocent_Contig_9609:47	dDocent_Contig_9609:47	C	5.59975559663664	0.008
dDocent_Contig_112870:81	dDocent_Contig_112870:81	C	2.26526513427009	0.133
dDocent_Contig_71812:37	dDocent_Contig_71812:37	C	1.89779296737226	0.264
dDocent_Contig_232189:55	dDocent_Contig_232189:55	C	0.970243599824904	0.463
dDocent_Contig_3725:19	dDocent_Contig_3725:19	C	4.84400969971927	0.026
dDocent_Contig_79036:8	dDocent_Contig_79036:8	C	4.23119200838777	0.042
dDocent_Contig_183242:58	dDocent_Contig_183242:58	C	4.35336057660017	0.023
dDocent_Contig_53432:22	dDocent_Contig_53432:22	C	3.59924235748016	0.054
dDocent_Contig_113576:49	dDocent_Contig_113576:49	C	7.13321380655169	0.001
dDocent_Contig_88045:37	dDocent_Contig_88045:37	C	6.65768567682841	0.008
dDocent_Contig_70500:9	dDocent_Contig_70500:9	C	8.2250269634448	0.001
dDocent_Contig_13241:47	dDocent_Contig_13241:47	C	2.06409580639267	0.228
dDocent_Contig_197969:71	dDocent_Contig_197969:71	C	11.7039593634394	0
dDocent_Contig_142430:36	dDocent_Contig_142430:36	C	12.2917821460959	0
dDocent_Contig_149780:14	dDocent_Contig_149780:14	C	2.36011906893474	0.157
dDocent_Contig_85121:23	dDocent_Contig_85121:23	C	4.94402567979371	0.027
dDocent_Contig_65536:18	dDocent_Contig_65536:18	C	3.7582331742996	0.078
dDocent_Contig_156510:40	dDocent_Contig_156510:40	C	2.37405683203821	0.154
dDocent_Contig_100668:23	dDocent_Contig_100668:23	C	5.54384377300283	0.009
dDocent_Contig_69650:42	dDocent_Contig_69650:42	C	4.04030722519961	0.041
dDocent_Contig_154609:64	dDocent_Contig_154609:64	C	1.98612519887043	0.242
dDocent_Contig_88761:10	dDocent_Contig_88761:10	C	0.753764740206094	0.567
dDocent_Contig_45961:14	dDocent_Contig_45961:14	C	2.02106177442402	0.268
dDocent_Contig_230648:18	dDocent_Contig_230648:18	C	4.47297451882561	0.041
dDocent_Contig_96188:13	dDocent_Contig_96188:13	C	14.9110205490298	0
dDocent_Contig_84798:15	dDocent_Contig_84798:15	C	2.45770123902054	0.167
dDocent_Contig_255814:75	dDocent_Contig_255814:75	C	9.44924053544571	0.002
dDocent_Contig_132221:24	dDocent_Contig_132221:24	C	7.61500080532697	0.003
dDocent_Contig_22770:28	dDocent_Contig_22770:28	C	1.3850583231532	0.334
dDocent_Contig_59715:53	dDocent_Contig_59715:53	C	5.02382726009859	0.026
dDocent_Contig_81981:32	dDocent_Contig_81981:32	C	1.53963375607825	0.293
dDocent_Contig_124661:38	dDocent_Contig_124661:38	C	1.16730486170911	0.336
dDocent_Contig_99650:12	dDocent_Contig_99650:12	C	4.27513994157636	0.038
dDocent_Contig_69757:36	dDocent_Contig_69757:36	C	1.65026380402547	0.363
dDocent_Contig_20645:63	dDocent_Contig_20645:63	C	1.53872682172357	0.3
dDocent_Contig_75776:54	dDocent_Contig_75776:54	C	24.570782376035	0
dDocent_Contig_16167:60	dDocent_Contig_16167:60	C	6.61945889443142	0.001
dDocent_Contig_7205:25	dDocent_Contig_7205:25	C	1.78853411914785	0.287
dDocent_Contig_226663:10	dDocent_Contig_226663:10	C	1.49249220314751	0.295
dDocent_Contig_7405:18	dDocent_Contig_7405:18	C	4.18870777451832	0.018
dDocent_Contig_83679:43	dDocent_Contig_83679:43	C	13.5636309270239	0
dDocent_Contig_2384:70	dDocent_Contig_2384:70	C	8.85384773189426	0.001
dDocent_Contig_48592:33	dDocent_Contig_48592:33	C	6.77128070587602	0.001
dDocent_Contig_52535:19	dDocent_Contig_52535:19	C	3.76993556519008	0.081
dDocent_Contig_139548:30	dDocent_Contig_139548:30	C	2.5469929042972	0.131
dDocent_Contig_136214:61	dDocent_Contig_136214:61	C	5.50353530312583	0.012
dDocent_Contig_93377:19	dDocent_Contig_93377:19	C	3.56291505152939	0.044
dDocent_Contig_196433:22	dDocent_Contig_196433:22	C	2.148427248367	0.159
dDocent_Contig_19295:25	dDocent_Contig_19295:25	C	5.34505945088229	0.019
dDocent_Contig_64505:19	dDocent_Contig_64505:19	C	1.00041810890175	0.464
dDocent_Contig_243148:17	dDocent_Contig_243148:17	C	3.18360208172783	0.067
dDocent_Contig_49993:20	dDocent_Contig_49993:20	C	1.77672419295058	0.26
dDocent_Contig_16334:7	dDocent_Contig_16334:7	C	1.755398435991	0.284
dDocent_Contig_22955:37	dDocent_Contig_22955:37	C	5.04116887106586	0.017
dDocent_Contig_19124:33	dDocent_Contig_19124:33	C	10.1253126308349	0.001
dDocent_Contig_75335:32	dDocent_Contig_75335:32	C	2.72982051780657	0.124
dDocent_Contig_11670:17	dDocent_Contig_11670:17	C	7.52600549805487	0.001
dDocent_Contig_196224:23	dDocent_Contig_196224:23	C	2.37168674940729	0.197
dDocent_Contig_142950:40	dDocent_Contig_142950:40	C	32.9581293793007	0
dDocent_Contig_260637:11	dDocent_Contig_260637:11	C	0.66374062614657	0.531
dDocent_Contig_152553:68	dDocent_Contig_152553:68	C	6.10515021380701	0.007
dDocent_Contig_237126:50	dDocent_Contig_237126:50	C	3.0929809245095	0.087
dDocent_Contig_23939:8	dDocent_Contig_23939:8	C	2.92220688011933	0.05
dDocent_Contig_68873:13	dDocent_Contig_68873:13	C	6.21436484707174	0.009
dDocent_Contig_259285:46	dDocent_Contig_259285:46	C	2.47559171351561	0.144
dDocent_Contig_35602:20	dDocent_Contig_35602:20	C	3.00551357098932	0.123
dDocent_Contig_138041:9	dDocent_Contig_138041:9	C	26.1097478289478	0
dDocent_Contig_158018:33	dDocent_Contig_158018:33	C	4.41428437556009	0.013
dDocent_Contig_139280:11	dDocent_Contig_139280:11	C	2.63596377603117	0.138
dDocent_Contig_200191:10	dDocent_Contig_200191:10	C	8.24130715166899	0
dDocent_Contig_5129:32	dDocent_Contig_5129:32	C	11.611502388901	0
dDocent_Contig_234925:24	dDocent_Contig_234925:24	C	11.6680893935464	0
dDocent_Contig_67101:50	dDocent_Contig_67101:50	C	10.0464629616238	0
dDocent_Contig_222631:22	dDocent_Contig_222631:22	C	9.8691800665585	0
dDocent_Contig_88122:50	dDocent_Contig_88122:50	C	11.7584502445714	0
dDocent_Contig_125103:57	dDocent_Contig_125103:57	C	6.66249417818547	0.006
dDocent_Contig_74666:38	dDocent_Contig_74666:38	C	9.57975954506587	0
dDocent_Contig_66867:34	dDocent_Contig_66867:34	C	2.97787407571322	0.113
dDocent_Contig_66405:41	dDocent_Contig_66405:41	C	14.2361392293862	0
dDocent_Contig_107431:17	dDocent_Contig_107431:17	C	6.66826990773228	0.005
dDocent_Contig_23231:37	dDocent_Contig_23231:37	C	6.83431180227541	0.01
dDocent_Contig_259298:7	dDocent_Contig_259298:7	C	7.40914190800618	0.009
dDocent_Contig_189439:47	dDocent_Contig_189439:47	C	2.15585346199924	0.215
dDocent_Contig_58971:7	dDocent_Contig_58971:7	C	9.89819763364135	0
dDocent_Contig_130225:13	dDocent_Contig_130225:13	C	15.4546019339833	0
dDocent_Contig_3689:42	dDocent_Contig_3689:42	C	5.51176859228615	0.019
dDocent_Contig_260923:32	dDocent_Contig_260923:32	C	5.30860365932378	0.03
dDocent_Contig_40207:44	dDocent_Contig_40207:44	C	19.0186409382528	0
dDocent_Contig_168544:22	dDocent_Contig_168544:22	C	3.28944906749476	0.062
dDocent_Contig_99818:42	dDocent_Contig_99818:42	C	1.87927500931367	0.199
dDocent_Contig_21374:53	dDocent_Contig_21374:53	C	13.6020165983552	0
dDocent_Contig_114046:64	dDocent_Contig_114046:64	C	5.02623426097637	0.021
dDocent_Contig_72468:40	dDocent_Contig_72468:40	C	2.68025407577132	0.134
dDocent_Contig_54153:47	dDocent_Contig_54153:47	C	3.4218437380736	0.047
dDocent_Contig_72468:39	dDocent_Contig_72468:39	C	9.63881316995935	0
dDocent_Contig_145187:66	dDocent_Contig_145187:66	C	26.2573785224322	0
dDocent_Contig_130225:39	dDocent_Contig_130225:39	C	6.32070831023937	0.015
dDocent_Contig_108968:37	dDocent_Contig_108968:37	C	13.8609665245737	0
dDocent_Contig_57407:25	dDocent_Contig_57407:25	C	3.40161247778975	0.051
dDocent_Contig_46175:9	dDocent_Contig_46175:9	C	7.67036593872029	0.001
dDocent_Contig_245329:9	dDocent_Contig_245329:9	C	2.67604563228934	0.158
dDocent_Contig_89888:38	dDocent_Contig_89888:38	C	35.791896263691	0
dDocent_Contig_1370:70	dDocent_Contig_1370:70	C	3.96493254264319	0.069
dDocent_Contig_30997:40	dDocent_Contig_30997:40	C	7.34910731048959	0.001
dDocent_Contig_107202:55	dDocent_Contig_107202:55	C	1.82757224202732	0.266
dDocent_Contig_86685:10	dDocent_Contig_86685:10	C	6.32150392183669	0.002
dDocent_Contig_112761:53	dDocent_Contig_112761:53	C	8.97235783410449	0
dDocent_Contig_196881:28	dDocent_Contig_196881:28	C	20.8111906067736	0
dDocent_Contig_76251:10	dDocent_Contig_76251:10	C	4.55510033916745	0.012
dDocent_Contig_79300:34	dDocent_Contig_79300:34	C	22.8567461005643	0
dDocent_Contig_142631:43	dDocent_Contig_142631:43	C	3.24636369290424	0.087
dDocent_Contig_125946:51	dDocent_Contig_125946:51	C	0.296597390732515	0.606
dDocent_Contig_108347:24	dDocent_Contig_108347:24	C	2.34216815999513	0.209
dDocent_Contig_71129:81	dDocent_Contig_71129:81	C	1.7707424815993	0.237
dDocent_Contig_235912:32	dDocent_Contig_235912:32	C	1.33907665872958	0.286
dDocent_Contig_51803:67	dDocent_Contig_51803:67	C	8.28693568380474	0.002
dDocent_Contig_81283:22	dDocent_Contig_81283:22	C	7.78151771456689	0
dDocent_Contig_126934:60	dDocent_Contig_126934:60	C	49.2910728688128	0
dDocent_Contig_102794:22	dDocent_Contig_102794:22	C	14.8198301138406	0
dDocent_Contig_225148:53	dDocent_Contig_225148:53	C	7.45151977667532	0.004
dDocent_Contig_78644:27	dDocent_Contig_78644:27	C	14.8504574639163	0
dDocent_Contig_89058:34	dDocent_Contig_89058:34	C	0.273079014901526	0.682
dDocent_Contig_57485:79	dDocent_Contig_57485:79	C	1.94313815716507	0.2
dDocent_Contig_19054:20	dDocent_Contig_19054:20	C	1.79457677598698	0.281
dDocent_Contig_255814:52	dDocent_Contig_255814:52	C	1.45642561758244	0.251
dDocent_Contig_128837:35	dDocent_Contig_128837:35	C	17.3408929678004	0
dDocent_Contig_99616:38	dDocent_Contig_99616:38	C	0.458531308454027	0.592
dDocent_Contig_55275:36	dDocent_Contig_55275:36	C	12.929110203289	0
dDocent_Contig_1133:18	dDocent_Contig_1133:18	C	3.26092467237505	0.089
dDocent_Contig_55535:77	dDocent_Contig_55535:77	C	2.98798738326273	0.138
dDocent_Contig_156708:13	dDocent_Contig_156708:13	C	1.54609013744251	0.326
dDocent_Contig_189814:41	dDocent_Contig_189814:41	C	12.8501601135871	0
dDocent_Contig_52725:45	dDocent_Contig_52725:45	C	6.7706955161182	0.001
dDocent_Contig_71391:81	dDocent_Contig_71391:81	C	7.12959283661149	0.004
dDocent_Contig_22799:11	dDocent_Contig_22799:11	C	49.480818209022	0
dDocent_Contig_186420:19	dDocent_Contig_186420:19	C	7.20868512587262	0.004
dDocent_Contig_129852:12	dDocent_Contig_129852:12	C	6.37162351703726	0.006
dDocent_Contig_256206:62	dDocent_Contig_256206:62	C	1.95231324734235	0.222
dDocent_Contig_71962:30	dDocent_Contig_71962:30	C	5.80978099766402	0.012
dDocent_Contig_256658:9	dDocent_Contig_256658:9	C	6.44735434211957	0.014
dDocent_Contig_135580:7	dDocent_Contig_135580:7	C	8.32751476009917	0
dDocent_Contig_50711:23	dDocent_Contig_50711:23	C	3.87146797490816	0.066
dDocent_Contig_107223:26	dDocent_Contig_107223:26	C	1.62858494166645	0.36
dDocent_Contig_67601:14	dDocent_Contig_67601:14	C	7.41198707272164	0.01
dDocent_Contig_18386:8	dDocent_Contig_18386:8	C	4.51273248139798	0.033
dDocent_Contig_5687:31	dDocent_Contig_5687:31	C	6.57441239091162	0.001
dDocent_Contig_52793:47	dDocent_Contig_52793:47	C	3.91176858005049	0.045
dDocent_Contig_78121:46	dDocent_Contig_78121:46	C	2.01061036011535	0.234
dDocent_Contig_96831:37	dDocent_Contig_96831:37	C	4.16196718239793	0.021
dDocent_Contig_75021:27	dDocent_Contig_75021:27	C	11.1621838685297	0
dDocent_Contig_110772:49	dDocent_Contig_110772:49	C	3.89776942817558	0.034
dDocent_Contig_14903:31	dDocent_Contig_14903:31	C	2.81071952095829	0.113
dDocent_Contig_3129:75	dDocent_Contig_3129:75	C	61.3952015837265	0
dDocent_Contig_23599:64	dDocent_Contig_23599:64	C	3.84078893385883	0.08
dDocent_Contig_18507:56	dDocent_Contig_18507:56	C	4.91426571161318	0.015
dDocent_Contig_87288:49	dDocent_Contig_87288:49	C	1.71798339292619	0.268
dDocent_Contig_203077:49	dDocent_Contig_203077:49	C	5.66457696606973	0.012
dDocent_Contig_73015:14	dDocent_Contig_73015:14	C	3.01025973237542	0.087
dDocent_Contig_5413:14	dDocent_Contig_5413:14	C	6.17174804463619	0.008
dDocent_Contig_307:37	dDocent_Contig_307:37	C	17.9508791990659	0
dDocent_Contig_50739:47	dDocent_Contig_50739:47	C	5.26296346802893	0.005
dDocent_Contig_93183:18	dDocent_Contig_93183:18	C	6.06170820052198	0.009
dDocent_Contig_89340:35	dDocent_Contig_89340:35	C	3.46770500954743	0.082
dDocent_Contig_57746:10	dDocent_Contig_57746:10	C	1.90129503060413	0.209
dDocent_Contig_251748:51	dDocent_Contig_251748:51	C	1.45141482426072	0.329
dDocent_Contig_260109:26	dDocent_Contig_260109:26	C	2.343425224521	0.189
dDocent_Contig_75689:34	dDocent_Contig_75689:34	C	7.70444017120651	0.002
dDocent_Contig_21578:52	dDocent_Contig_21578:52	C	6.18906022207435	0.012
dDocent_Contig_31209:34	dDocent_Contig_31209:34	C	6.01276246007116	0.01
dDocent_Contig_105984:63	dDocent_Contig_105984:63	C	14.273114266257	0
dDocent_Contig_66992:21	dDocent_Contig_66992:21	C	3.34433551703246	0.059
dDocent_Contig_18813:68	dDocent_Contig_18813:68	C	5.24713627100473	0.012
dDocent_Contig_49377:11	dDocent_Contig_49377:11	C	6.6676444507564	0.008
dDocent_Contig_61144:18	dDocent_Contig_61144:18	C	2.95013627732715	0.101
dDocent_Contig_92872:20	dDocent_Contig_92872:20	C	18.6167769520731	0
dDocent_Contig_85107:43	dDocent_Contig_85107:43	C	2.00929783671812	0.178
dDocent_Contig_243471:11	dDocent_Contig_243471:11	C	4.68818597150204	0.023
dDocent_Contig_67843:42	dDocent_Contig_67843:42	C	0.541734018819518	0.57
dDocent_Contig_250771:20	dDocent_Contig_250771:20	C	6.02192834478988	0.008
dDocent_Contig_156712:33	dDocent_Contig_156712:33	C	1.84578248629315	0.256
dDocent_Contig_150382:8	dDocent_Contig_150382:8	C	0.743629148748298	0.586
dDocent_Contig_114359:22	dDocent_Contig_114359:22	C	18.7968447388101	0
dDocent_Contig_106947:15	dDocent_Contig_106947:15	C	4.18564356314677	0.073
dDocent_Contig_49877:66	dDocent_Contig_49877:66	C	2.85165472556199	0.139
dDocent_Contig_92399:8	dDocent_Contig_92399:8	C	2.40353626996372	0.152
dDocent_Contig_85732:8	dDocent_Contig_85732:8	C	7.41261070164704	0.006
dDocent_Contig_85732:14	dDocent_Contig_85732:14	C	5.23381805830394	0.018
dDocent_Contig_134760:16	dDocent_Contig_134760:16	C	4.45459195949236	0.022
dDocent_Contig_56373:30	dDocent_Contig_56373:30	C	0.840443743627176	0.488
dDocent_Contig_230374:27	dDocent_Contig_230374:27	C	5.20117318410651	0.021
dDocent_Contig_67281:29	dDocent_Contig_67281:29	C	9.68101708639082	0
dDocent_Contig_191843:19	dDocent_Contig_191843:19	C	5.3533004759068	0.018
dDocent_Contig_168106:27	dDocent_Contig_168106:27	C	3.31370739086098	0.072
dDocent_Contig_49678:71	dDocent_Contig_49678:71	C	3.28989890522625	0.095
dDocent_Contig_40753:75	dDocent_Contig_40753:75	C	6.40441904611069	0.011
dDocent_Contig_40983:36	dDocent_Contig_40983:36	C	0.808005535238181	0.487
dDocent_Contig_3243:27	dDocent_Contig_3243:27	C	2.71093764784867	0.133
dDocent_Contig_75165:8	dDocent_Contig_75165:8	C	0.910807263236322	0.463
dDocent_Contig_95428:8	dDocent_Contig_95428:8	C	3.75904378266466	0.052
dDocent_Contig_183582:13	dDocent_Contig_183582:13	C	9.96460734538082	0
dDocent_Contig_147244:20	dDocent_Contig_147244:20	C	4.25926536268152	0.022
dDocent_Contig_14903:29	dDocent_Contig_14903:29	C	1.27132910203488	0.417
dDocent_Contig_249478:39	dDocent_Contig_249478:39	C	3.14338400701509	0.084
dDocent_Contig_11306:15	dDocent_Contig_11306:15	C	11.0952018078022	0
dDocent_Contig_16031:40	dDocent_Contig_16031:40	C	1.48978839428771	0.319
dDocent_Contig_26053:39	dDocent_Contig_26053:39	C	2.11126412821212	0.192
dDocent_Contig_124562:22	dDocent_Contig_124562:22	C	2.91207363480053	0.079
dDocent_Contig_124562:37	dDocent_Contig_124562:37	C	2.91660939749593	0.132
dDocent_Contig_191248:24	dDocent_Contig_191248:24	C	5.33641818269015	0.022
dDocent_Contig_191071:38	dDocent_Contig_191071:38	C	3.08948128701571	0.072
dDocent_Contig_64356:17	dDocent_Contig_64356:17	C	6.84465167733282	0.004
dDocent_Contig_113225:42	dDocent_Contig_113225:42	C	2.6405696244279	0.186
dDocent_Contig_35388:17	dDocent_Contig_35388:17	C	0.855835308373173	0.484
dDocent_Contig_248820:24	dDocent_Contig_248820:24	C	7.58759368423613	0
dDocent_Contig_69947:14	dDocent_Contig_69947:14	C	0.718017337910268	0.624
dDocent_Contig_237133:15	dDocent_Contig_237133:15	C	1.34861640955404	0.381
dDocent_Contig_150477:9	dDocent_Contig_150477:9	C	6.52751900856612	0
dDocent_Contig_111933:44	dDocent_Contig_111933:44	C	11.0743311829668	0.001
dDocent_Contig_93810:59	dDocent_Contig_93810:59	C	2.76689823850037	0.121
dDocent_Contig_96873:75	dDocent_Contig_96873:75	C	7.56200835840379	0.004
dDocent_Contig_79917:51	dDocent_Contig_79917:51	C	42.691810696348	0
dDocent_Contig_184955:59	dDocent_Contig_184955:59	C	1.81599909645624	0.255
dDocent_Contig_156916:47	dDocent_Contig_156916:47	C	1.07372612471872	0.446
dDocent_Contig_19875:33	dDocent_Contig_19875:33	C	3.33641602319578	0.048
dDocent_Contig_90614:35	dDocent_Contig_90614:35	C	3.22952004865923	0.089
dDocent_Contig_3081:78	dDocent_Contig_3081:78	C	3.65013218309336	0.062
dDocent_Contig_52955:10	dDocent_Contig_52955:10	C	2.72348154239785	0.118
dDocent_Contig_31529:55	dDocent_Contig_31529:55	C	1.87868080414282	0.236
dDocent_Contig_183913:21	dDocent_Contig_183913:21	C	5.44026986078542	0.017
dDocent_Contig_75711:45	dDocent_Contig_75711:45	C	5.89851819982058	0.014
dDocent_Contig_31126:29	dDocent_Contig_31126:29	C	1.36271700330116	0.42
dDocent_Contig_31126:39	dDocent_Contig_31126:39	C	8.45281105142507	0.001
dDocent_Contig_202430:32	dDocent_Contig_202430:32	C	2.35923762314822	0.201
dDocent_Contig_3567:11	dDocent_Contig_3567:11	C	4.11573509282697	0.033
dDocent_Contig_106355:7	dDocent_Contig_106355:7	C	1.65067822463401	0.212
dDocent_Contig_88822:46	dDocent_Contig_88822:46	C	2.13548080911104	0.237
dDocent_Contig_21779:23	dDocent_Contig_21779:23	C	0.973827593666897	0.421
dDocent_Contig_149316:18	dDocent_Contig_149316:18	C	0.369555943830541	0.66
dDocent_Contig_35782:17	dDocent_Contig_35782:17	C	12.8122404999127	0
dDocent_Contig_225811:61	dDocent_Contig_225811:61	C	7.71683065416725	0
dDocent_Contig_57746:15	dDocent_Contig_57746:15	C	2.11617622684189	0.199
dDocent_Contig_110386:51	dDocent_Contig_110386:51	C	18.8314972591212	0
dDocent_Contig_229767:48	dDocent_Contig_229767:48	C	3.55172882447604	0.055
dDocent_Contig_24101:26	dDocent_Contig_24101:26	C	3.76387382460052	0.055
dDocent_Contig_157177:10	dDocent_Contig_157177:10	C	4.3896937675046	0.024
dDocent_Contig_61132:17	dDocent_Contig_61132:17	C	21.6182534863659	0
dDocent_Contig_131564:29	dDocent_Contig_131564:29	C	18.4749727460101	0
dDocent_Contig_61990:29	dDocent_Contig_61990:29	C	2.12788816767655	0.212
dDocent_Contig_73184:27	dDocent_Contig_73184:27	C	7.7869599775597	0.006
dDocent_Contig_371:55	dDocent_Contig_371:55	C	2.92210417815757	0.099
dDocent_Contig_187164:49	dDocent_Contig_187164:49	C	3.28491834468804	0.087
dDocent_Contig_187152:51	dDocent_Contig_187152:51	C	16.7604440672211	0
dDocent_Contig_125604:55	dDocent_Contig_125604:55	C	13.0934420393839	0
dDocent_Contig_75713:29	dDocent_Contig_75713:29	C	3.62898232178902	0.053
dDocent_Contig_66870:64	dDocent_Contig_66870:64	C	18.3533380931124	0
